id_krs,id_mhs,id_mk,id_ta,id_dosen,tanggal_krs,status_krs
1457,52,107,1,87,2020-08-05,Disetujui
1458,52,119,1,78,2020-08-07,Disetujui
1459,52,117,1,95,2020-08-18,Disetujui
1460,52,109,1,84,2020-08-09,Disetujui
1461,52,111,1,9,2020-08-07,Disetujui
1462,52,114,1,95,2020-08-17,Disetujui
1463,52,114,2,95,2020-02-08,Disetujui
1464,52,113,2,78,2020-02-16,Disetujui
1465,52,119,2,27,2020-02-08,Disetujui
1466,52,116,2,27,2020-02-12,Disetujui
1467,52,111,2,84,2020-02-01,Disetujui
1468,52,111,3,78,2021-08-03,Disetujui
1469,52,110,3,75,2021-08-03,Disetujui
1470,52,118,3,83,2021-08-15,Disetujui
1471,52,108,3,78,2021-08-03,Disetujui
1472,52,106,3,87,2021-08-19,Disetujui
1473,52,109,4,9,2021-02-20,Disetujui
1474,52,108,4,27,2021-02-05,Disetujui
1475,52,110,4,87,2021-02-01,Disetujui
1476,52,111,4,87,2021-02-05,Disetujui
1477,52,120,4,84,2021-02-07,Disetujui
1478,52,114,4,87,2021-02-10,Disetujui
1479,52,107,4,9,2021-02-09,Disetujui
1480,52,109,5,9,2022-08-07,Disetujui
1481,52,108,5,27,2022-08-13,Disetujui
1482,52,112,5,39,2022-08-18,Disetujui
1483,52,107,5,39,2022-08-02,Disetujui
1484,52,117,5,9,2022-08-02,Disetujui
1485,52,114,5,75,2022-08-13,Disetujui
1486,52,106,5,39,2022-08-03,Disetujui
1487,53,96,1,5,2020-08-02,Disetujui
1488,53,98,1,82,2020-08-19,Disetujui
1489,53,104,1,89,2020-08-07,Disetujui
1490,53,100,1,5,2020-08-15,Disetujui
1491,53,105,1,37,2020-08-18,Disetujui
1492,54,98,3,13,2021-08-01,Disetujui
1493,54,92,3,63,2021-08-14,Disetujui
1494,54,101,3,13,2021-08-19,Disetujui
1495,54,97,3,13,2021-08-16,Disetujui
1496,54,105,3,63,2021-08-08,Disetujui
1497,54,93,3,21,2021-08-08,Disetujui
1498,54,100,3,21,2021-08-06,Disetujui
1499,54,91,4,63,2021-02-03,Disetujui
1500,54,93,4,5,2021-02-19,Disetujui
1501,54,96,4,89,2021-02-16,Disetujui
1502,54,104,4,5,2021-02-07,Disetujui
1503,54,94,4,82,2021-02-11,Disetujui
1504,54,100,4,89,2021-02-14,Disetujui
1505,54,102,5,82,2022-08-12,Disetujui
1506,54,99,5,88,2022-08-02,Disetujui
1507,54,91,5,13,2022-08-11,Disetujui
1508,54,101,5,13,2022-08-06,Disetujui
1509,54,93,5,88,2022-08-10,Disetujui
1510,54,95,5,88,2022-08-09,Disetujui
1511,54,101,6,5,2022-02-17,Disetujui
1512,54,97,6,63,2022-02-01,Disetujui
1513,54,93,6,91,2022-02-03,Disetujui
1514,54,94,6,5,2022-02-16,Disetujui
1515,54,98,6,21,2022-02-03,Disetujui
1516,54,104,6,88,2022-02-19,Disetujui
1517,54,91,6,37,2022-02-13,Disetujui
1518,54,104,7,63,2023-08-18,Disetujui
1519,54,94,7,89,2023-08-02,Disetujui
1520,54,103,7,98,2023-08-17,Disetujui
1521,54,96,7,21,2023-08-05,Disetujui
1522,54,105,7,13,2023-08-06,Disetujui
1523,54,102,8,37,2023-02-01,Disetujui
1524,54,93,8,91,2023-02-13,Disetujui
1525,54,91,8,88,2023-02-15,Disetujui
1526,54,96,8,5,2023-02-01,Disetujui
1527,54,105,8,98,2023-02-03,Disetujui
1528,54,103,8,5,2023-02-01,Disetujui
1529,54,94,8,13,2023-02-13,Disetujui
1530,54,104,9,37,2024-08-15,Disetujui
1531,54,94,9,91,2024-08-19,Disetujui
1532,54,93,9,98,2024-08-02,Disetujui
1533,54,101,9,82,2024-08-10,Disetujui
1534,54,98,9,13,2024-08-18,Disetujui
1535,54,94,10,91,2024-02-09,Disetujui
1536,54,91,10,13,2024-02-04,Disetujui
1537,54,104,10,89,2024-02-03,Disetujui
1538,54,103,10,13,2024-02-11,Disetujui
1539,54,100,10,82,2024-02-09,Disetujui
1540,54,101,10,98,2024-02-10,Disetujui
1541,55,76,3,53,2021-08-14,Disetujui
1542,55,77,3,30,2021-08-10,Disetujui
1543,55,81,3,53,2021-08-14,Disetujui
1544,55,79,3,14,2021-08-02,Disetujui
1545,55,88,3,12,2021-08-05,Disetujui
1546,55,87,3,14,2021-08-17,Disetujui
1547,55,80,3,23,2021-08-17,Disetujui
1548,55,76,4,51,2021-02-17,Disetujui
1549,55,78,4,51,2021-02-05,Disetujui
1550,55,82,4,51,2021-02-07,Disetujui
1551,55,89,4,23,2021-02-12,Disetujui
1552,55,90,4,30,2021-02-03,Disetujui
1553,55,84,4,77,2021-02-05,Disetujui
1554,55,77,5,51,2022-08-19,Disetujui
1555,55,86,5,53,2022-08-04,Disetujui
1556,55,82,5,18,2022-08-08,Disetujui
1557,55,90,5,12,2022-08-02,Disetujui
1558,55,89,5,77,2022-08-05,Disetujui
1559,55,78,5,18,2022-08-07,Disetujui
1560,55,81,5,53,2022-08-03,Disetujui
1561,56,174,3,57,2021-08-11,Disetujui
1562,56,177,3,36,2021-08-10,Disetujui
1563,56,171,3,36,2021-08-06,Disetujui
1564,56,166,3,57,2021-08-08,Disetujui
1565,56,173,3,2,2021-08-04,Disetujui
1566,56,172,3,2,2021-08-12,Disetujui
1567,56,169,4,48,2021-02-18,Disetujui
1568,56,177,4,57,2021-02-18,Disetujui
1569,56,170,4,15,2021-02-05,Disetujui
1570,56,173,4,26,2021-02-13,Disetujui
1571,56,168,4,57,2021-02-14,Disetujui
1572,56,178,4,48,2021-02-13,Disetujui
1573,56,180,4,36,2021-02-03,Disetujui
1574,56,180,5,36,2022-08-16,Disetujui
1575,56,172,5,26,2022-08-19,Disetujui
1576,56,174,5,2,2022-08-02,Disetujui
1577,56,173,5,36,2022-08-17,Disetujui
1578,56,178,5,26,2022-08-05,Disetujui
1579,56,170,5,32,2022-08-10,Disetujui
1580,56,178,6,48,2022-02-14,Disetujui
1581,56,172,6,48,2022-02-06,Disetujui
1582,56,174,6,26,2022-02-01,Disetujui
1583,56,168,6,36,2022-02-10,Disetujui
1584,56,167,6,15,2022-02-04,Disetujui
1585,56,177,6,32,2022-02-18,Disetujui
1586,56,176,6,69,2022-02-08,Disetujui
1587,56,170,7,36,2023-08-17,Disetujui
1588,56,169,7,26,2023-08-03,Disetujui
1589,56,171,7,57,2023-08-18,Disetujui
1590,56,176,7,36,2023-08-01,Disetujui
1591,56,175,7,15,2023-08-02,Disetujui
1592,56,170,8,26,2023-02-08,Disetujui
1593,56,169,8,57,2023-02-02,Disetujui
1594,56,176,8,57,2023-02-01,Disetujui
1595,56,177,8,26,2023-02-04,Disetujui
1596,56,180,8,57,2023-02-02,Disetujui
1597,56,167,8,2,2023-02-07,Disetujui
1598,57,85,7,23,2023-08-10,Disetujui
1599,57,76,7,14,2023-08-08,Disetujui
1600,57,77,7,14,2023-08-19,Disetujui
1601,57,88,7,77,2023-08-14,Disetujui
1602,57,80,7,53,2023-08-05,Disetujui
1603,57,89,7,12,2023-08-17,Disetujui
1604,57,90,7,30,2023-08-15,Disetujui
1605,57,90,8,66,2023-02-11,Disetujui
1606,57,76,8,14,2023-02-01,Disetujui
1607,57,86,8,77,2023-02-15,Disetujui
1608,57,77,8,18,2023-02-15,Disetujui
1609,57,87,8,23,2023-02-15,Disetujui
1610,57,79,8,53,2023-02-01,Disetujui
1611,57,83,9,30,2024-08-16,Disetujui
1612,57,89,9,23,2024-08-16,Disetujui
1613,57,78,9,66,2024-08-14,Disetujui
1614,57,88,9,12,2024-08-06,Disetujui
1615,57,79,9,77,2024-08-12,Disetujui
1616,57,85,9,77,2024-08-02,Disetujui
1617,57,82,9,30,2024-08-07,Disetujui
1618,57,78,10,53,2024-02-20,Disetujui
1619,57,90,10,51,2024-02-15,Disetujui
1620,57,77,10,12,2024-02-13,Disetujui
1621,57,82,10,51,2024-02-03,Disetujui
1622,57,85,10,23,2024-02-19,Disetujui
1623,57,76,10,51,2024-02-05,Disetujui
1624,58,135,1,73,2020-08-01,Disetujui
1625,58,125,1,96,2020-08-09,Disetujui
1626,58,123,1,58,2020-08-04,Disetujui
1627,58,127,1,52,2020-08-10,Disetujui
1628,58,122,1,17,2020-08-08,Disetujui
1629,58,121,1,17,2020-08-14,Disetujui
1630,58,126,2,17,2020-02-12,Disetujui
1631,58,134,2,64,2020-02-18,Disetujui
1632,58,124,2,67,2020-02-08,Disetujui
1633,58,121,2,64,2020-02-08,Disetujui
1634,58,123,2,7,2020-02-11,Disetujui
1635,58,135,3,96,2021-08-19,Disetujui
1636,58,128,3,17,2021-08-11,Disetujui
1637,58,127,3,64,2021-08-04,Disetujui
1638,58,125,3,73,2021-08-16,Disetujui
1639,58,123,3,58,2021-08-19,Disetujui
1640,58,134,3,96,2021-08-04,Disetujui
1641,58,134,4,52,2021-02-08,Disetujui
1642,58,131,4,62,2021-02-10,Disetujui
1643,58,121,4,64,2021-02-09,Disetujui
1644,58,135,4,52,2021-02-02,Disetujui
1645,58,130,4,7,2021-02-15,Disetujui
1646,58,128,4,73,2021-02-04,Disetujui
1647,59,54,1,55,2020-08-04,Disetujui
1648,59,56,1,55,2020-08-17,Disetujui
1649,59,58,1,86,2020-08-10,Disetujui
1650,59,49,1,92,2020-08-11,Disetujui
1651,59,53,1,81,2020-08-02,Disetujui
1652,59,46,1,65,2020-08-13,Disetujui
1653,59,60,2,65,2020-02-02,Disetujui
1654,59,53,2,38,2020-02-01,Disetujui
1655,59,48,2,55,2020-02-05,Disetujui
1656,59,54,2,55,2020-02-11,Disetujui
1657,59,57,2,81,2020-02-16,Disetujui
1658,59,48,3,81,2021-08-01,Disetujui
1659,59,49,3,92,2021-08-13,Disetujui
1660,59,54,3,3,2021-08-11,Disetujui
1661,59,52,3,65,2021-08-01,Disetujui
1662,59,58,3,92,2021-08-20,Disetujui
1663,59,53,3,99,2021-08-14,Disetujui
1664,59,46,3,68,2021-08-20,Disetujui
1665,59,58,4,81,2021-02-15,Disetujui
1666,59,46,4,99,2021-02-15,Disetujui
1667,59,51,4,65,2021-02-06,Disetujui
1668,59,49,4,3,2021-02-08,Disetujui
1669,59,56,4,38,2021-02-06,Disetujui
1670,59,60,4,38,2021-02-15,Disetujui
1671,59,48,5,8,2022-08-15,Disetujui
1672,59,60,5,86,2022-08-14,Disetujui
1673,59,56,5,8,2022-08-14,Disetujui
1674,59,59,5,38,2022-08-20,Disetujui
1675,59,53,5,65,2022-08-09,Disetujui
1676,59,47,5,92,2022-08-08,Disetujui
1677,59,55,5,8,2022-08-14,Disetujui
1678,59,59,6,99,2022-02-18,Disetujui
1679,59,58,6,65,2022-02-06,Disetujui
1680,59,48,6,8,2022-02-02,Disetujui
1681,59,60,6,8,2022-02-15,Disetujui
1682,59,46,6,3,2022-02-07,Disetujui
1683,59,57,6,55,2022-02-15,Disetujui
1684,59,52,6,68,2022-02-01,Disetujui
1685,60,153,3,28,2021-08-13,Disetujui
1686,60,157,3,85,2021-08-15,Disetujui
1687,60,158,3,41,2021-08-14,Disetujui
1688,60,165,3,1,2021-08-18,Disetujui
1689,60,155,3,72,2021-08-13,Disetujui
1690,60,153,4,45,2021-02-11,Disetujui
1691,60,156,4,72,2021-02-20,Disetujui
1692,60,160,4,22,2021-02-16,Disetujui
1693,60,162,4,22,2021-02-19,Disetujui
1694,60,163,4,33,2021-02-02,Disetujui
1695,60,151,5,34,2022-08-11,Disetujui
1696,60,153,5,22,2022-08-18,Disetujui
1697,60,157,5,24,2022-08-19,Disetujui
1698,60,162,5,59,2022-08-19,Disetujui
1699,60,163,5,1,2022-08-17,Disetujui
1700,60,158,5,1,2022-08-14,Disetujui
1701,60,164,6,1,2022-02-04,Disetujui
1702,60,165,6,22,2022-02-20,Disetujui
1703,60,151,6,4,2022-02-12,Disetujui
1704,60,153,6,24,2022-02-20,Disetujui
1705,60,163,6,50,2022-02-02,Disetujui
1706,60,159,6,22,2022-02-12,Disetujui
1707,61,3,1,29,2020-08-12,Disetujui
1708,61,4,1,79,2020-08-02,Disetujui
1709,61,6,1,29,2020-08-11,Disetujui
1710,61,2,1,19,2020-08-08,Disetujui
1711,61,1,1,94,2020-08-18,Disetujui
1712,61,4,2,29,2020-02-13,Disetujui
1713,61,13,2,29,2020-02-01,Disetujui
1714,61,14,2,94,2020-02-18,Disetujui
1715,61,15,2,29,2020-02-09,Disetujui
1716,61,12,2,94,2020-02-02,Disetujui
1717,61,3,2,94,2020-02-13,Disetujui
1718,61,5,2,94,2020-02-20,Disetujui
1719,61,4,3,93,2021-08-15,Disetujui
1720,61,8,3,29,2021-08-03,Disetujui
1721,61,7,3,94,2021-08-09,Disetujui
1722,61,15,3,93,2021-08-11,Disetujui
1723,61,2,3,94,2021-08-05,Disetujui
1724,61,4,4,93,2021-02-09,Disetujui
1725,61,2,4,94,2021-02-13,Disetujui
1726,61,8,4,29,2021-02-01,Disetujui
1727,61,6,4,93,2021-02-08,Disetujui
1728,61,15,4,29,2021-02-18,Disetujui
1729,61,7,4,29,2021-02-09,Disetujui
1730,61,3,4,19,2021-02-03,Disetujui
1731,62,46,3,8,2021-08-19,Disetujui
1732,62,51,3,3,2021-08-17,Disetujui
1733,62,47,3,99,2021-08-15,Disetujui
1734,62,50,3,99,2021-08-05,Disetujui
1735,62,49,3,38,2021-08-05,Disetujui
1736,62,48,3,55,2021-08-09,Disetujui
1737,62,60,4,65,2021-02-18,Disetujui
1738,62,54,4,86,2021-02-13,Disetujui
1739,62,58,4,55,2021-02-08,Disetujui
1740,62,47,4,92,2021-02-14,Disetujui
1741,62,55,4,99,2021-02-02,Disetujui
1742,62,48,4,92,2021-02-10,Disetujui
1743,62,46,4,92,2021-02-11,Disetujui
1744,62,57,5,68,2022-08-14,Disetujui
1745,62,54,5,81,2022-08-06,Disetujui
1746,62,59,5,81,2022-08-16,Disetujui
1747,62,49,5,38,2022-08-12,Disetujui
1748,62,58,5,68,2022-08-12,Disetujui
1749,62,48,5,38,2022-08-18,Disetujui
1750,62,46,6,81,2022-02-06,Disetujui
1751,62,58,6,86,2022-02-06,Disetujui
1752,62,47,6,65,2022-02-06,Disetujui
1753,62,54,6,38,2022-02-06,Disetujui
1754,62,48,6,65,2022-02-19,Disetujui
1755,62,51,6,3,2022-02-20,Disetujui
1756,62,59,7,81,2023-08-13,Disetujui
1757,62,57,7,68,2023-08-02,Disetujui
1758,62,53,7,55,2023-08-06,Disetujui
1759,62,46,7,3,2023-08-01,Disetujui
1760,62,48,7,3,2023-08-03,Disetujui
1761,63,100,3,13,2021-08-19,Disetujui
1762,63,93,3,5,2021-08-14,Disetujui
1763,63,104,3,21,2021-08-15,Disetujui
1764,63,103,3,88,2021-08-09,Disetujui
1765,63,95,3,88,2021-08-02,Disetujui
1766,63,98,3,21,2021-08-13,Disetujui
1767,63,92,3,82,2021-08-01,Disetujui
1768,63,93,4,88,2021-02-05,Disetujui
1769,63,94,4,37,2021-02-07,Disetujui
1770,63,95,4,98,2021-02-09,Disetujui
1771,63,97,4,88,2021-02-10,Disetujui
1772,63,92,4,13,2021-02-13,Disetujui
1773,63,98,4,63,2021-02-04,Disetujui
1774,63,98,5,82,2022-08-16,Disetujui
1775,63,105,5,5,2022-08-14,Disetujui
1776,63,101,5,63,2022-08-20,Disetujui
1777,63,97,5,5,2022-08-09,Disetujui
1778,63,99,5,89,2022-08-11,Disetujui
1779,63,98,6,21,2022-02-10,Disetujui
1780,63,91,6,21,2022-02-10,Disetujui
1781,63,92,6,63,2022-02-09,Disetujui
1782,63,105,6,37,2022-02-09,Disetujui
1783,63,100,6,37,2022-02-17,Disetujui
1784,63,101,6,89,2022-02-19,Disetujui
1785,63,94,6,82,2022-02-10,Disetujui
1786,64,119,7,9,2023-08-09,Disetujui
1787,64,118,7,95,2023-08-14,Disetujui
1788,64,108,7,9,2023-08-01,Disetujui
1789,64,112,7,83,2023-08-11,Disetujui
1790,64,114,7,39,2023-08-03,Disetujui
1791,64,115,7,83,2023-08-19,Disetujui
1792,64,115,8,27,2023-02-09,Disetujui
1793,64,118,8,87,2023-02-14,Disetujui
1794,64,109,8,87,2023-02-17,Disetujui
1795,64,113,8,78,2023-02-07,Disetujui
1796,64,114,8,84,2023-02-03,Disetujui
1797,65,165,1,59,2020-08-13,Disetujui
1798,65,157,1,85,2020-08-03,Disetujui
1799,65,155,1,72,2020-08-03,Disetujui
1800,65,164,1,72,2020-08-20,Disetujui
1801,65,158,1,22,2020-08-15,Disetujui
1802,65,153,1,50,2020-08-04,Disetujui
1803,65,151,2,1,2020-02-10,Disetujui
1804,65,162,2,85,2020-02-14,Disetujui
1805,65,158,2,24,2020-02-08,Disetujui
1806,65,161,2,50,2020-02-17,Disetujui
1807,65,159,2,41,2020-02-15,Disetujui
1808,65,157,2,34,2020-02-16,Disetujui
1809,65,159,3,34,2021-08-14,Disetujui
1810,65,153,3,50,2021-08-09,Disetujui
1811,65,164,3,85,2021-08-17,Disetujui
1812,65,162,3,34,2021-08-11,Disetujui
1813,65,163,3,59,2021-08-20,Disetujui
1814,65,163,4,59,2021-02-06,Disetujui
1815,65,154,4,45,2021-02-16,Disetujui
1816,65,160,4,33,2021-02-11,Disetujui
1817,65,157,4,59,2021-02-10,Disetujui
1818,65,164,4,4,2021-02-15,Disetujui
1819,65,155,4,45,2021-02-14,Disetujui
1820,65,164,5,34,2022-08-07,Disetujui
1821,65,157,5,4,2022-08-13,Disetujui
1822,65,161,5,59,2022-08-01,Disetujui
1823,65,162,5,50,2022-08-19,Disetujui
1824,65,158,5,50,2022-08-03,Disetujui
1825,65,151,5,45,2022-08-06,Disetujui
1826,65,165,5,34,2022-08-11,Disetujui
1827,65,158,6,45,2022-02-14,Disetujui
1828,65,152,6,28,2022-02-06,Disetujui
1829,65,165,6,1,2022-02-07,Disetujui
1830,65,162,6,59,2022-02-08,Disetujui
1831,65,151,6,85,2022-02-08,Disetujui
1832,66,162,7,41,2023-08-01,Disetujui
1833,66,151,7,4,2023-08-20,Disetujui
1834,66,152,7,24,2023-08-01,Disetujui
1835,66,155,7,45,2023-08-06,Disetujui
1836,66,156,7,45,2023-08-17,Disetujui
1837,66,160,7,85,2023-08-08,Disetujui
1838,66,157,7,85,2023-08-03,Disetujui
1839,66,158,8,59,2023-02-09,Disetujui
1840,66,159,8,33,2023-02-17,Disetujui
1841,66,151,8,1,2023-02-04,Disetujui
1842,66,157,8,85,2023-02-19,Disetujui
1843,66,161,8,59,2023-02-17,Disetujui
1844,66,162,8,41,2023-02-02,Disetujui
1845,66,153,9,24,2024-08-01,Disetujui
1846,66,157,9,45,2024-08-03,Disetujui
1847,66,161,9,45,2024-08-06,Disetujui
1848,66,155,9,22,2024-08-10,Disetujui
1849,66,151,9,33,2024-08-01,Disetujui
1850,66,158,9,22,2024-08-17,Disetujui
1851,66,163,9,33,2024-08-19,Disetujui
1852,66,155,10,50,2024-02-04,Disetujui
1853,66,152,10,34,2024-02-04,Disetujui
1854,66,164,10,34,2024-02-05,Disetujui
1855,66,157,10,22,2024-02-01,Disetujui
1856,66,159,10,1,2024-02-06,Disetujui
1857,66,151,10,59,2024-02-09,Disetujui
1858,66,162,10,85,2024-02-20,Disetujui
1859,67,51,3,38,2021-08-01,Disetujui
1860,67,54,3,38,2021-08-10,Disetujui
1861,67,56,3,55,2021-08-14,Disetujui
1862,67,53,3,38,2021-08-08,Disetujui
1863,67,46,3,38,2021-08-18,Disetujui
1864,67,47,3,81,2021-08-02,Disetujui
1865,67,46,4,68,2021-02-05,Disetujui
1866,67,48,4,65,2021-02-02,Disetujui
1867,67,58,4,81,2021-02-09,Disetujui
1868,67,50,4,92,2021-02-15,Disetujui
1869,67,49,4,65,2021-02-01,Disetujui
1870,67,52,4,65,2021-02-17,Disetujui
1871,67,55,5,81,2022-08-14,Disetujui
1872,67,53,5,38,2022-08-08,Disetujui
1873,67,59,5,86,2022-08-20,Disetujui
1874,67,49,5,81,2022-08-10,Disetujui
1875,67,54,5,99,2022-08-10,Disetujui
1876,67,51,5,38,2022-08-05,Disetujui
1877,67,50,5,38,2022-08-20,Disetujui
1878,67,55,6,81,2022-02-03,Disetujui
1879,67,60,6,99,2022-02-19,Disetujui
1880,67,48,6,68,2022-02-13,Disetujui
1881,67,46,6,99,2022-02-05,Disetujui
1882,67,52,6,92,2022-02-08,Disetujui
1883,67,56,6,86,2022-02-13,Disetujui
1884,67,53,7,65,2023-08-04,Disetujui
1885,67,55,7,3,2023-08-17,Disetujui
1886,67,48,7,99,2023-08-08,Disetujui
1887,67,51,7,92,2023-08-07,Disetujui
1888,67,52,7,38,2023-08-05,Disetujui
1889,67,46,7,8,2023-08-10,Disetujui
1890,67,57,8,55,2023-02-02,Disetujui
1891,67,53,8,99,2023-02-03,Disetujui
1892,67,52,8,55,2023-02-17,Disetujui
1893,67,48,8,38,2023-02-18,Disetujui
1894,67,55,8,99,2023-02-18,Disetujui
1895,67,47,8,81,2023-02-10,Disetujui
1896,67,50,8,38,2023-02-10,Disetujui
1897,68,138,7,25,2023-08-19,Disetujui
1898,68,136,7,61,2023-08-20,Disetujui
1899,68,144,7,56,2023-08-18,Disetujui
1900,68,150,7,74,2023-08-18,Disetujui
1901,68,139,7,25,2023-08-12,Disetujui
1902,68,141,7,25,2023-08-03,Disetujui
1903,68,146,7,25,2023-08-15,Disetujui
1904,68,142,8,56,2023-02-08,Disetujui
1905,68,145,8,56,2023-02-04,Disetujui
1906,68,141,8,25,2023-02-07,Disetujui
1907,68,143,8,61,2023-02-04,Disetujui
1908,68,138,8,61,2023-02-07,Disetujui
1909,68,140,8,56,2023-02-02,Disetujui
1910,68,136,8,74,2023-02-06,Disetujui
1911,68,149,9,74,2024-08-07,Disetujui
1912,68,145,9,61,2024-08-02,Disetujui
1913,68,147,9,56,2024-08-10,Disetujui
1914,68,150,9,74,2024-08-20,Disetujui
1915,68,148,9,61,2024-08-01,Disetujui
1916,68,137,9,61,2024-08-05,Disetujui
1917,68,150,10,56,2024-02-03,Disetujui
1918,68,136,10,61,2024-02-02,Disetujui
1919,68,147,10,56,2024-02-03,Disetujui
1920,68,143,10,43,2024-02-18,Disetujui
1921,68,142,10,56,2024-02-13,Disetujui
1922,69,99,1,82,2020-08-12,Disetujui
1923,69,103,1,13,2020-08-11,Disetujui
1924,69,96,1,63,2020-08-20,Disetujui
1925,69,105,1,98,2020-08-04,Disetujui
1926,69,91,1,89,2020-08-16,Disetujui
1927,69,94,2,13,2020-02-18,Disetujui
1928,69,104,2,37,2020-02-20,Disetujui
1929,69,103,2,21,2020-02-06,Disetujui
1930,69,91,2,37,2020-02-19,Disetujui
1931,69,95,2,5,2020-02-08,Disetujui
1932,69,96,2,91,2020-02-18,Disetujui
1933,69,101,2,5,2020-02-15,Disetujui
1934,69,96,3,88,2021-08-10,Disetujui
1935,69,93,3,37,2021-08-07,Disetujui
1936,69,100,3,88,2021-08-05,Disetujui
1937,69,102,3,98,2021-08-15,Disetujui
1938,69,105,3,91,2021-08-17,Disetujui
1939,69,92,3,88,2021-08-16,Disetujui
1940,69,99,4,98,2021-02-20,Disetujui
1941,69,98,4,63,2021-02-08,Disetujui
1942,69,91,4,21,2021-02-13,Disetujui
1943,69,100,4,91,2021-02-09,Disetujui
1944,69,93,4,82,2021-02-06,Disetujui
1945,69,103,4,13,2021-02-04,Disetujui
1946,69,92,4,63,2021-02-15,Disetujui
1947,69,93,5,89,2022-08-01,Disetujui
1948,69,91,5,82,2022-08-09,Disetujui
1949,69,96,5,5,2022-08-18,Disetujui
1950,69,94,5,21,2022-08-07,Disetujui
1951,69,100,5,63,2022-08-13,Disetujui
1952,69,96,6,88,2022-02-14,Disetujui
1953,69,102,6,37,2022-02-11,Disetujui
1954,69,94,6,5,2022-02-12,Disetujui
1955,69,100,6,88,2022-02-03,Disetujui
1956,69,95,6,21,2022-02-12,Disetujui
1957,69,97,6,89,2022-02-01,Disetujui
1958,69,98,6,88,2022-02-02,Disetujui
1959,69,94,7,5,2023-08-12,Disetujui
1960,69,91,7,13,2023-08-14,Disetujui
1961,69,97,7,91,2023-08-19,Disetujui
1962,69,103,7,98,2023-08-02,Disetujui
1963,69,105,7,5,2023-08-08,Disetujui
1964,69,102,7,21,2023-08-01,Disetujui
1965,69,94,8,37,2023-02-04,Disetujui
1966,69,103,8,88,2023-02-02,Disetujui
1967,69,98,8,88,2023-02-02,Disetujui
1968,69,96,8,82,2023-02-16,Disetujui
1969,69,100,8,63,2023-02-09,Disetujui
1970,69,104,8,21,2023-02-02,Disetujui
1971,69,102,8,98,2023-02-10,Disetujui
1972,69,99,9,91,2024-08-04,Disetujui
1973,69,92,9,82,2024-08-12,Disetujui
1974,69,104,9,63,2024-08-11,Disetujui
1975,69,105,9,21,2024-08-20,Disetujui
1976,69,91,9,13,2024-08-16,Disetujui
1977,70,52,1,38,2020-08-10,Disetujui
1978,70,46,1,3,2020-08-10,Disetujui
1979,70,49,1,81,2020-08-13,Disetujui
1980,70,60,1,8,2020-08-12,Disetujui
1981,70,47,1,68,2020-08-07,Disetujui
1982,70,57,1,55,2020-08-03,Disetujui
1983,70,52,2,3,2020-02-12,Disetujui
1984,70,46,2,8,2020-02-07,Disetujui
1985,70,51,2,86,2020-02-19,Disetujui
1986,70,54,2,65,2020-02-12,Disetujui
1987,70,53,2,68,2020-02-15,Disetujui
1988,70,55,2,86,2020-02-04,Disetujui
1989,70,60,3,65,2021-08-13,Disetujui
1990,70,54,3,81,2021-08-04,Disetujui
1991,70,56,3,68,2021-08-20,Disetujui
1992,70,55,3,92,2021-08-15,Disetujui
1993,70,59,3,68,2021-08-15,Disetujui
1994,70,52,3,55,2021-08-16,Disetujui
1995,70,57,3,8,2021-08-18,Disetujui
1996,70,47,4,81,2021-02-16,Disetujui
1997,70,55,4,38,2021-02-20,Disetujui
1998,70,48,4,38,2021-02-07,Disetujui
1999,70,58,4,65,2021-02-09,Disetujui
2000,70,46,4,38,2021-02-11,Disetujui
2001,70,59,4,81,2021-02-15,Disetujui
2002,70,51,4,38,2021-02-09,Disetujui
2003,70,55,5,68,2022-08-05,Disetujui
2004,70,57,5,38,2022-08-01,Disetujui
2005,70,48,5,3,2022-08-03,Disetujui
2006,70,49,5,38,2022-08-17,Disetujui
2007,70,54,5,65,2022-08-16,Disetujui
2008,70,48,6,8,2022-02-11,Disetujui
2009,70,55,6,38,2022-02-13,Disetujui
2010,70,46,6,68,2022-02-14,Disetujui
2011,70,56,6,8,2022-02-07,Disetujui
2012,70,53,6,3,2022-02-01,Disetujui
2013,70,51,6,65,2022-02-08,Disetujui
2014,70,59,6,81,2022-02-05,Disetujui
2015,71,169,7,57,2023-08-13,Disetujui
2016,71,180,7,2,2023-08-15,Disetujui
2017,71,167,7,2,2023-08-08,Disetujui
2018,71,172,7,48,2023-08-06,Disetujui
2019,71,174,7,26,2023-08-10,Disetujui
2020,71,166,7,69,2023-08-10,Disetujui
2021,71,170,8,48,2023-02-17,Disetujui
2022,71,166,8,26,2023-02-12,Disetujui
2023,71,176,8,57,2023-02-06,Disetujui
2024,71,178,8,57,2023-02-07,Disetujui
2025,71,172,8,48,2023-02-13,Disetujui
2026,71,173,8,57,2023-02-03,Disetujui
2027,71,175,9,32,2024-08-19,Disetujui
2028,71,173,9,69,2024-08-19,Disetujui
2029,71,176,9,15,2024-08-09,Disetujui
2030,71,180,9,57,2024-08-02,Disetujui
2031,71,169,9,48,2024-08-11,Disetujui
2032,71,167,9,32,2024-08-05,Disetujui
2033,72,4,3,79,2021-08-13,Disetujui
2034,72,3,3,94,2021-08-19,Disetujui
2035,72,14,3,19,2021-08-04,Disetujui
2036,72,12,3,79,2021-08-08,Disetujui
2037,72,15,3,19,2021-08-06,Disetujui
